"cowcode","stateabb","statename","ethnicity_relevant","year_from","year_to","group_name","size","status","warid","warid2","groupid","cowgroupid","markertype","serialid"
"630","IRN","Iran","Yes","1946","1946","Baloch","0.02","IRRELEVANT",,,"6000","63006000","Ethno-Religious","1702"
"630","IRN","Iran","Yes","1946","1946","Turkmen","0.01","POWERLESS",,,"10000","63010000","Ethno-Religious","1703"
"630","IRN","Iran","Yes","1946","1946","Armenians","0.0058","POWERLESS",,,"2000","63002000","Ethno-Religious","1704"
"630","IRN","Iran","Yes","1946","1946","Bahais","0.0049","IRRELEVANT",,,"5000","63005000","Ethno-Religious","1705"
"630","IRN","Iran","Yes","1946","1946","Jews","0.0039","POWERLESS",,,"7000","63007000","Ethno-Religious","1706"
"630","IRN","Iran","Yes","1946","1946","Assyrians","0.0034","POWERLESS",,,"3000","63003000","Ethno-Religious","1707"
"630","IRN","Iran","Yes","1946","1946","Zoroastrians","0.0015","POWERLESS",,,"12000","63012000","Ethno-Religious","1708"
"630","IRN","Iran","Yes","1947","1960","Persians","0.44","SENIOR PARTNER",,,"9000","63009000","Ethno-Religious","1709"
"630","IRN","Iran","Yes","1947","1960","Azeri","0.24","JUNIOR PARTNER",,,"4000","63004000","Ethno-Linguistic","1710"
"630","IRN","Iran","Yes","1947","1960","Kurds","0.08","POWERLESS",,,"8000","63008000","Ethno-Linguistic","1711"
"630","IRN","Iran","Yes","1947","1960","Arabs","0.03","POWERLESS",,,"1000","63001000","Ethno-Linguistic","1712"
"630","IRN","Iran","Yes","1947","1960","Baloch","0.02","IRRELEVANT",,,"6000","63006000","Ethno-Religious","1713"
"630","IRN","Iran","Yes","1947","1960","Turkmen","0.01","POWERLESS",,,"10000","63010000","Ethno-Religious","1714"
"630","IRN","Iran","Yes","1947","1960","Armenians","0.0058","POWERLESS",,,"2000","63002000","Ethno-Religious","1715"
"630","IRN","Iran","Yes","1947","1960","Bahais","0.0049","IRRELEVANT",,,"5000","63005000","Ethno-Religious","1716"
"630","IRN","Iran","Yes","1947","1960","Jews","0.0039","POWERLESS",,,"7000","63007000","Ethno-Religious","1717"
"630","IRN","Iran","Yes","1947","1960","Assyrians","0.0034","POWERLESS",,,"3000","63003000","Ethno-Religious","1718"
"630","IRN","Iran","Yes","1947","1960","Zoroastrians","0.0015","POWERLESS",,,"12000","63012000","Ethno-Religious","1719"
"630","IRN","Iran","Yes","1961","1979","Persians","0.44","SENIOR PARTNER",,,"9000","63009000","Ethno-Religious","1720"
"630","IRN","Iran","Yes","1961","1979","Azeri","0.24","JUNIOR PARTNER",,,"4000","63004000","Ethno-Linguistic","1721"
"630","IRN","Iran","Yes","1961","1979","Kurds","0.08","POWERLESS","10601","10602","8000","63008000","Ethno-Linguistic","1722"
"630","IRN","Iran","Yes","1961","1979","Arabs","0.03","POWERLESS","24500",,"1000","63001000","Ethno-Linguistic","1723"
"630","IRN","Iran","Yes","1961","1979","Baloch","0.02","POWERLESS",,,"6000","63006000","Ethno-Religious","1724"
"630","IRN","Iran","Yes","1961","1979","Turkmen","0.01","POWERLESS",,,"10000","63010000","Ethno-Religious","1725"
"630","IRN","Iran","Yes","1961","1979","Armenians","0.0058","POWERLESS",,,"2000","63002000","Ethno-Religious","1726"
"630","IRN","Iran","Yes","1961","1979","Bahais","0.0049","IRRELEVANT",,,"5000","63005000","Ethno-Religious","1727"
"630","IRN","Iran","Yes","1961","1979","Jews","0.0039","POWERLESS",,,"7000","63007000","Ethno-Religious","1728"
"630","IRN","Iran","Yes","1961","1979","Assyrians","0.0034","POWERLESS",,,"3000","63003000","Ethno-Religious","1729"
"630","IRN","Iran","Yes","1961","1979","Zoroastrians","0.0015","POWERLESS",,,"12000","63012000","Ethno-Religious","1730"
"630","IRN","Iran","Yes","1980","2005","Persians","0.44","SENIOR PARTNER",,,"9000","63009000","Ethno-Religious","1731"
"630","IRN","Iran","Yes","1980","2005","Azeri","0.24","JUNIOR PARTNER",,,"4000","63004000","Ethno-Linguistic","1732"
"630","IRN","Iran","Yes","1980","2005","Kurds","0.08","DISCRIMINATED","24401","10602","8000","63008000","Ethno-Linguistic","1733"
"630","IRN","Iran","Yes","1980","2005","Arabs","0.03","POWERLESS","24500",,"1000","63001000","Ethno-Linguistic","1734"
"630","IRN","Iran","Yes","1980","2005","Baloch","0.02","DISCRIMINATED",,,"6000","63006000","Ethno-Religious","1735"
"630","IRN","Iran","Yes","1980","2005","Turkmen","0.01","DISCRIMINATED",,,"10000","63010000","Ethno-Religious","1736"
"630","IRN","Iran","Yes","1980","2005","Armenians","0.0058","POWERLESS",,,"2000","63002000","Ethno-Religious","1737"
"630","IRN","Iran","Yes","1980","2005","Bahais","0.0049","DISCRIMINATED",,,"5000","63005000","Ethno-Religious","1738"
"630","IRN","Iran","Yes","1980","2005","Jews","0.0039","POWERLESS",,,"7000","63007000","Ethno-Religious","1739"
"630","IRN","Iran","Yes","1980","2005","Assyrians","0.0034","POWERLESS",,,"3000","63003000","Ethno-Religious","1740"
"630","IRN","Iran","Yes","1980","2005","Zoroastrians","0.0015","POWERLESS",,,"12000","63012000","Ethno-Religious","1741"
"630","IRN","Iran","Yes","2006","2010","Persians","0.44","SENIOR PARTNER",,,"9000","63009000","Ethno-Religious","1742"
"630","IRN","Iran","Yes","2006","2010","Azeri","0.24","JUNIOR PARTNER",,,"4000","63004000","Ethno-Linguistic","1743"
"630","IRN","Iran","Yes","2006","2010","Kurds","0.08","DISCRIMINATED","24401","10602","8000","63008000","Ethno-Linguistic","1744"
"630","IRN","Iran","Yes","2006","2010","Arabs","0.03","DISCRIMINATED","24500",,"1000","63001000","Ethno-Linguistic","1745"
"630","IRN","Iran","Yes","2006","2010","Baloch","0.02","DISCRIMINATED",,,"6000","63006000","Ethno-Religious","1746"
"630","IRN","Iran","Yes","2006","2010","Turkmen","0.01","DISCRIMINATED",,,"10000","63010000","Ethno-Religious","1747"
"630","IRN","Iran","Yes","2006","2010","Armenians","0.0058","DISCRIMINATED",,,"2000","63002000","Ethno-Religious","1748"
"630","IRN","Iran","Yes","2006","2010","Bahais","0.0049","DISCRIMINATED",,,"5000","63005000","Ethno-Religious","1749"
"630","IRN","Iran","Yes","2006","2010","Jews","0.0039","DISCRIMINATED",,,"7000","63007000","Ethno-Religious","1750"
"630","IRN","Iran","Yes","2006","2010","Assyrians","0.0034","DISCRIMINATED",,,"3000","63003000","Ethno-Religious","1751"
"630","IRN","Iran","Yes","2006","2010","Zoroastrians","0.0015","POWERLESS",,,"12000","63012000","Ethno-Religious","1752"
"640","TUR","Turkey","Yes","1946","2005","Turkish","0.718","DOMINANT",,,"2000","64002000","Ethno-Linguistic","1753"
"640","TUR","Turkey","Yes","1946","2005","Kurds","0.191","DISCRIMINATED","26000",,"1000","64001000","Ethno-Linguistic","1754"
"640","TUR","Turkey","Yes","1946","2005","Alevis","0.081","DISCRIMINATED",,,"4000","64004000","Ethno-Religious","1755"
"640","TUR","Turkey","Yes","1946","2005","Arabs","0.01","DISCRIMINATED",,,"5000","64005000","Ethno-Linguistic","1756"
"640","TUR","Turkey","Yes","2006","2010","Turkish","0.66","DOMINANT",,,"2000","64002000","Ethno-Linguistic","1757"
"640","TUR","Turkey","Yes","2006","2010","Kurds","0.17","DISCRIMINATED",,,"1000","64001000","Ethno-Linguistic","1758"
"640","TUR","Turkey","Yes","2006","2010","Alevis","0.16","POWERLESS",,,"4000","64004000","Ethno-Religious","1759"
"640","TUR","Turkey","Yes","2006","2010","Arabs","0.01","DISCRIMINATED",,,"5000","64005000","Ethno-Linguistic","1760"
"645","IRQ","Iraq","Yes","1946","1958","Shia Arabs","0.63","JUNIOR PARTNER",,,"2000","64502000","Ethno-Religious","1761"
"645","IRQ","Iraq","Yes","1946","1958","Sunni Arabs","0.19","SENIOR PARTNER",,,"3000","64503000","Ethno-Religious","1762"
"645","IRQ","Iraq","Yes","1946","1958","Kurds","0.17","POWERLESS",,,"1000","64501000","Ethno-Linguistic","1763"
"645","IRQ","Iraq","Yes","1959","1963","Shia Arabs","0.63","JUNIOR PARTNER",,,"2000","64502000","Ethno-Religious","1764"
"645","IRQ","Iraq","Yes","1959","1963","Sunni Arabs","0.19","SENIOR PARTNER",,,"3000","64503000","Ethno-Religious","1765"
"645","IRQ","Iraq","Yes","1959","1963","Kurds","0.17","SEPARATIST AUTONOMY","17400",,"1000","64501000","Ethno-Linguistic","1766"
"645","IRQ","Iraq","Yes","1964","1975","Shia Arabs","0.63","POWERLESS",,,"2000","64502000","Ethno-Religious","1767"
"645","IRQ","Iraq","Yes","1964","1975","Sunni Arabs","0.19","MONOPOLY",,,"3000","64503000","Ethno-Religious","1768"
"645","IRQ","Iraq","Yes","1964","1975","Kurds","0.17","SEPARATIST AUTONOMY","17400",,"1000","64501000","Ethno-Linguistic","1769"
"645","IRQ","Iraq","Yes","1976","1990","Shia Arabs","0.63","POWERLESS","16201",,"2000","64502000","Ethno-Religious","1770"
"645","IRQ","Iraq","Yes","1976","1990","Sunni Arabs","0.19","MONOPOLY",,,"3000","64503000","Ethno-Religious","1771"
"645","IRQ","Iraq","Yes","1976","1990","Kurds","0.17","DISCRIMINATED","17400",,"1000","64501000","Ethno-Linguistic","1772"
"645","IRQ","Iraq","Yes","1991","2002","Shia Arabs","0.63","DISCRIMINATED","16201",,"2000","64502000","Ethno-Religious","1773"
"645","IRQ","Iraq","Yes","1991","2002","Sunni Arabs","0.19","DOMINANT",,,"3000","64503000","Ethno-Religious","1774"
"645","IRQ","Iraq","Yes","1991","2002","Kurds","0.17","SEPARATIST AUTONOMY","17400",,"1000","64501000","Ethno-Linguistic","1775"
"645","IRQ","Iraq","Yes","2003","2005","Shia Arabs","0.63","SENIOR PARTNER","16203",,"2000","64502000","Ethno-Religious","1776"
"645","IRQ","Iraq","Yes","2003","2005","Sunni Arabs","0.19","POWERLESS",,,"3000","64503000","Ethno-Religious","1777"
"645","IRQ","Iraq","Yes","2003","2005","Kurds","0.17","JUNIOR PARTNER",,,"1000","64501000","Ethno-Linguistic","1778"
"645","IRQ","Iraq","Yes","2006","2010","Shia Arabs","0.63","SENIOR PARTNER","16203",,"2000","64502000","Ethno-Religious","1779"
"645","IRQ","Iraq","Yes","2006","2010","Sunni Arabs","0.19","JUNIOR PARTNER",,,"3000","64503000","Ethno-Religious","1780"
"645","IRQ","Iraq","Yes","2006","2010","Kurds","0.17","SENIOR PARTNER",,,"1000","64501000","Ethno-Linguistic","1781"
"651","EGY","Egypt","Yes","1946","2010","Arab Muslims","0.9","DOMINANT",,,"1000","65101000","Ethno-Religious","1782"
"651","EGY","Egypt","Yes","1946","2010","Coptic Christians","0.09","POWERLESS",,,"2000","65102000","Ethno-Religious","1783"
"652","SYR","Syria","Yes","1946","1948","Sunni Arabs","0.62","SENIOR PARTNER",,,"2050","65202050","Ethno-Religious","1784"
"652","SYR","Syria","Yes","1946","1948","Alawi","0.12","REGIONAL AUTONOMY",,,"2010","65202010","Ethno-Religious","1785"
"652","SYR","Syria","Yes","1946","1948","Sunni Kurds","0.1","JUNIOR PARTNER",,,"6000","65206000","Ethno-Linguistic","1786"
"652","SYR","Syria","Yes","1946","1948","Christians","0.1","JUNIOR PARTNER",,,"2030","65202030","Ethno-Religious","1787"
"652","SYR","Syria","Yes","1946","1948","Druze","0.03","REGIONAL AUTONOMY",,,"2040","65202040","Ethno-Religious","1788"
"652","SYR","Syria","Yes","1949","1954","Sunni Arabs","0.62","JUNIOR PARTNER",,,"2050","65202050","Ethno-Religious","1789"
"652","SYR","Syria","Yes","1949","1954","Alawi","0.12","JUNIOR PARTNER",,,"2010","65202010","Ethno-Religious","1790"
"652","SYR","Syria","Yes","1949","1954","Sunni Kurds","0.1","SENIOR PARTNER",,,"6000","65206000","Ethno-Linguistic","1791"
"652","SYR","Syria","Yes","1949","1954","Christians","0.1","JUNIOR PARTNER",,,"2030","65202030","Ethno-Religious","1792"
"652","SYR","Syria","Yes","1949","1954","Druze","0.03","JUNIOR PARTNER",,,"2040","65202040","Ethno-Religious","1793"
"652","SYR","Syria","Yes","1955","1957","Sunni Arabs","0.62","SENIOR PARTNER",,,"2050","65202050","Ethno-Religious","1794"
"652","SYR","Syria","Yes","1955","1957","Alawi","0.12","JUNIOR PARTNER",,,"2010","65202010","Ethno-Religious","1795"
"652","SYR","Syria","Yes","1955","1957","Sunni Kurds","0.1","JUNIOR PARTNER",,,"6000","65206000","Ethno-Linguistic","1796"
"652","SYR","Syria","Yes","1955","1957","Christians","0.1","JUNIOR PARTNER",,,"2030","65202030","Ethno-Religious","1797"
"652","SYR","Syria","Yes","1955","1957","Druze","0.03","JUNIOR PARTNER",,,"2040","65202040","Ethno-Religious","1798"
"652","SYR","Syria","Yes","1958","1960","Sunni Arabs","0.87","DOMINANT",,,"2000","65202000","Ethno-Religious","1799"
"652","SYR","Syria","Yes","1958","1960","Alawi","0.12","POWERLESS",,,"2010","65202010","Ethno-Religious","1800"
"652","SYR","Syria","Yes","1958","1960","Sunni Kurds","0.1","POWERLESS",,,"6000","65206000","Ethno-Linguistic","1801"
"652","SYR","Syria","Yes","1958","1960","Christians","0.1","POWERLESS",,,"2030","65202030","Ethno-Religious","1802"
"652","SYR","Syria","Yes","1958","1960","Druze","0.03","POWERLESS",,,"2040","65202040","Ethno-Religious","1803"
"652","SYR","Syria","Yes","1961","1965","Sunni Arabs","0.62","SENIOR PARTNER",,,"2050","65202050","Ethno-Religious","1804"
"652","SYR","Syria","Yes","1961","1965","Alawi","0.12","JUNIOR PARTNER",,,"2010","65202010","Ethno-Religious","1805"
"652","SYR","Syria","Yes","1961","1965","Sunni Kurds","0.1","JUNIOR PARTNER",,,"6000","65206000","Ethno-Linguistic","1806"
"652","SYR","Syria","Yes","1961","1965","Christians","0.1","JUNIOR PARTNER",,,"2030","65202030","Ethno-Religious","1807"
"652","SYR","Syria","Yes","1961","1965","Druze","0.03","JUNIOR PARTNER",,,"2040","65202040","Ethno-Religious","1808"
"652","SYR","Syria","Yes","1966","1969","Sunni Arabs","0.62","JUNIOR PARTNER",,,"2050","65202050","Ethno-Religious","1809"
"652","SYR","Syria","Yes","1966","1969","Alawi","0.12","SENIOR PARTNER","20200",,"2010","65202010","Ethno-Religious","1810"
"652","SYR","Syria","Yes","1966","1969","Sunni Kurds","0.1","JUNIOR PARTNER",,,"6000","65206000","Ethno-Linguistic","1811"
"652","SYR","Syria","Yes","1966","1969","Christians","0.1","JUNIOR PARTNER",,,"2030","65202030","Ethno-Religious","1812"
"652","SYR","Syria","Yes","1966","1969","Druze","0.03","JUNIOR PARTNER",,,"2040","65202040","Ethno-Religious","1813"
"652","SYR","Syria","Yes","1970","2005","Sunni Arabs","0.62","POWERLESS","20201",,"2050","65202050","Ethno-Religious","1814"
"652","SYR","Syria","Yes","1970","2005","Alawi","0.12","DOMINANT",,,"2010","65202010","Ethno-Religious","1815"
"652","SYR","Syria","Yes","1970","2005","Sunni Kurds","0.1","POWERLESS",,,"6000","65206000","Ethno-Linguistic","1816"
"652","SYR","Syria","Yes","1970","2005","Christians","0.1","POWERLESS",,,"2030","65202030","Ethno-Religious","1817"
"652","SYR","Syria","Yes","1970","2005","Druze","0.03","POWERLESS",,,"2040","65202040","Ethno-Religious","1818"
"652","SYR","Syria","Yes","2006","2010","Sunni Arabs","0.62","POWERLESS","20201",,"2050","65202050","Ethno-Religious","1819"
"652","SYR","Syria","Yes","2006","2010","Alawi","0.12","DOMINANT",,,"2010","65202010","Ethno-Religious","1820"
"652","SYR","Syria","Yes","2006","2010","Sunni Kurds","0.1","DISCRIMINATED",,,"6000","65206000","Ethno-Linguistic","1821"
"652","SYR","Syria","Yes","2006","2010","Christians","0.1","POWERLESS",,,"2030","65202030","Ethno-Religious","1822"
"652","SYR","Syria","Yes","2006","2010","Druze","0.03","POWERLESS",,,"2040","65202040","Ethno-Religious","1823"
"660","LEB","Lebanon","Yes","1946","1970","Maronite Christians","0.29","SENIOR PARTNER",,,"5000","66005000","Ethno-Religious","1824"
"660","LEB","Lebanon","Yes","1946","1970","Sunnis (Arab)","0.22","SENIOR PARTNER","16300",,"10000","66010000","Ethno-Religious","1825"
"660","LEB","Lebanon","Yes","1946","1970","Shia Muslims (Arab)","0.2","JUNIOR PARTNER","16300",,"8000","66008000","Ethno-Religious","1826"
"660","LEB","Lebanon","Yes","1946","1970","Palestinians (Arab)","0.1","POWERLESS",,,"7000","66007000","Ethno-Regional","1827"
"660","LEB","Lebanon","Yes","1946","1970","Druze","0.07","JUNIOR PARTNER",,,"2000","66002000","Ethno-Religious","1828"
"660","LEB","Lebanon","Yes","1946","1970","Greek Orthodox","0.05","JUNIOR PARTNER",,,"3000","66003000","Ethno-Religious","1829"
"660","LEB","Lebanon","Yes","1946","1970","Greek Catholics","0.03","JUNIOR PARTNER",,,"4000","66004000","Ethno-Religious","1830"
"660","LEB","Lebanon","Yes","1946","1970","Armenian Orthodox","0.01","JUNIOR PARTNER",,,"1000","66001000","Ethno-Religious","1831"
"660","LEB","Lebanon","Yes","1971","1991","Maronite Christians","0.14","SENIOR PARTNER",,,"5000","66005000","Ethno-Religious","1832"
"660","LEB","Lebanon","Yes","1971","1991","Sunnis (Arab)","0.24","SENIOR PARTNER","16301",,"10000","66010000","Ethno-Religious","1833"
"660","LEB","Lebanon","Yes","1971","1991","Shia Muslims (Arab)","0.36","JUNIOR PARTNER","16301",,"8000","66008000","Ethno-Religious","1834"
"660","LEB","Lebanon","Yes","1971","1991","Palestinians (Arab)","0.1","DISCRIMINATED","16301",,"7000","66007000","Ethno-Regional","1835"
"660","LEB","Lebanon","Yes","1971","1991","Druze","0.06","JUNIOR PARTNER",,,"2000","66002000","Ethno-Religious","1836"
"660","LEB","Lebanon","Yes","1971","1991","Greek Orthodox","0.05","JUNIOR PARTNER",,,"3000","66003000","Ethno-Religious","1837"
"660","LEB","Lebanon","Yes","1971","1991","Greek Catholics","0.03","JUNIOR PARTNER",,,"4000","66004000","Ethno-Religious","1838"
"660","LEB","Lebanon","Yes","1971","1991","Armenian Orthodox","0.01","JUNIOR PARTNER",,,"1000","66001000","Ethno-Religious","1839"
"660","LEB","Lebanon","Yes","1992","2010","Maronite Christians","0.14","SENIOR PARTNER",,,"5000","66005000","Ethno-Religious","1840"
"660","LEB","Lebanon","Yes","1992","2010","Sunnis (Arab)","0.24","SENIOR PARTNER",,,"10000","66010000","Ethno-Religious","1841"
"660","LEB","Lebanon","Yes","1992","2010","Shia Muslims (Arab)","0.36","SENIOR PARTNER",,,"8000","66008000","Ethno-Religious","1842"
"660","LEB","Lebanon","Yes","1992","2010","Palestinians (Arab)","0.1","DISCRIMINATED",,,"7000","66007000","Ethno-Regional","1843"
"660","LEB","Lebanon","Yes","1992","2010","Druze","0.06","JUNIOR PARTNER",,,"2000","66002000","Ethno-Religious","1844"
"660","LEB","Lebanon","Yes","1992","2010","Greek Orthodox","0.05","JUNIOR PARTNER",,,"3000","66003000","Ethno-Religious","1845"
"660","LEB","Lebanon","Yes","1992","2010","Greek Catholics","0.03","JUNIOR PARTNER",,,"4000","66004000","Ethno-Religious","1846"
"660","LEB","Lebanon","Yes","1992","2010","Armenian Orthodox","0.01","JUNIOR PARTNER",,,"1000","66001000","Ethno-Religious","1847"
"663","JOR","Jordan","Yes","1946","2010","Palestinians","0.58","DISCRIMINATED",,,"2000","66302000","Ethno-Regional","1848"
"663","JOR","Jordan","Yes","1946","2010","Arabs","0.4","MONOPOLY",,,"1000","66301000","Ethno-Regional","1849"
"666","ISR","Israel","Yes","1948","1966","Ashkenazim (Jewish)","0.47","MONOPOLY",,,"2000","66602000","Ethno-Regional","1850"
"666","ISR","Israel","Yes","1948","1966","Mizrahim (Jewish)","0.39","IRRELEVANT",,,"4000","66604000","Ethno-Regional","1851"
"666","ISR","Israel","Yes","1948","1966","Israeli Arabs","0.14","DISCRIMINATED","13700",,"1000","66601000","Ethno-Religious","1852"
"666","ISR","Israel","Yes","1967","1976","Ashkenazim (Jewish)","0.33","DOMINANT",,,"2000","66602000","Ethno-Regional","1853"
"666","ISR","Israel","Yes","1967","1976","Mizrahim (Jewish)","0.29","IRRELEVANT",,,"4000","66604000","Ethno-Regional","1854"
"666","ISR","Israel","Yes","1967","1976","Israeli Arabs","0.11","DISCRIMINATED","13700",,"1000","66601000","Ethno-Religious","1855"
"666","ISR","Israel","Yes","1967","1976","Palestinian Arabs","0.27","DISCRIMINATED","13700",,"6000","66606000","Ethno-Religious","1856"
"666","ISR","Israel","Yes","1977","1989","Ashkenazim (Jewish)","0.29","DOMINANT",,,"2000","66602000","Ethno-Regional","1857"
"666","ISR","Israel","Yes","1977","1989","Mizrahim (Jewish)","0.31","IRRELEVANT",,,"4000","66604000","Ethno-Regional","1858"
"666","ISR","Israel","Yes","1977","1989","Israeli Arabs","0.11","POWERLESS","13700",,"1000","66601000","Ethno-Religious","1859"
"666","ISR","Israel","Yes","1977","1989","Palestinian Arabs","0.29","DISCRIMINATED","13700",,"6000","66606000","Ethno-Religious","1860"
"666","ISR","Israel","Yes","1990","2005","Ashkenazim (Jewish)","0.23","SENIOR PARTNER",,,"2000","66602000","Ethno-Regional","1861"
"666","ISR","Israel","Yes","1990","2005","Mizrahim (Jewish)","0.23","SENIOR PARTNER",,,"4000","66604000","Ethno-Regional","1862"
"666","ISR","Israel","Yes","1990","2005","Israeli Arabs","0.12","DISCRIMINATED","13700",,"1000","66601000","Ethno-Religious","1863"
